"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"
"2870"	11	"I_11"	"I"	2012	"litter"	76.75	NA	"understoryBiom"	"plothalf"
"2871"	11	"I_11"	"I"	2013	"litter"	84.45	NA	"understoryBiom"	"plothalf"
"2872"	11	"N_11"	"N"	2011	"litter"	113.83	NA	"understoryBiom"	"plothalf"
"2873"	11	"N_11"	"N"	2012	"litter"	105.42	NA	"understoryBiom"	"plothalf"
"2874"	11	"N_11"	"N"	2013	"litter"	46.39	NA	"understoryBiom"	"plothalf"
"2875"	12	"I_12"	"I"	2011	"litter"	145.16	NA	"understoryBiom"	"plothalf"
"2876"	12	"I_12"	"I"	2012	"litter"	73.69	NA	"understoryBiom"	"plothalf"
"2877"	12	"I_12"	"I"	2013	"litter"	68.81	NA	"understoryBiom"	"plothalf"
"2878"	12	"N_12"	"N"	2011	"litter"	175.09	NA	"understoryBiom"	"plothalf"
"2879"	12	"N_12"	"N"	2012	"litter"	63.83	NA	"understoryBiom"	"plothalf"
"2880"	12	"N_12"	"N"	2013	"litter"	74.24	NA	"understoryBiom"	"plothalf"
"2881"	13	"I_13"	"I"	2011	"litter"	152.04	NA	"understoryBiom"	"plothalf"
"2882"	13	"I_13"	"I"	2012	"litter"	172.45	NA	"understoryBiom"	"plothalf"
"2883"	13	"I_13"	"I"	2013	"litter"	105.9	NA	"understoryBiom"	"plothalf"
"2884"	13	"N_13"	"N"	2011	"litter"	271.55	NA	"understoryBiom"	"plothalf"
"2885"	13	"N_13"	"N"	2012	"litter"	225.09	NA	"understoryBiom"	"plothalf"
"2886"	13	"N_13"	"N"	2013	"litter"	148.07	NA	"understoryBiom"	"plothalf"
"2887"	14	"I_14"	"I"	2011	"litter"	103.28	NA	"understoryBiom"	"plothalf"
"2888"	14	"I_14"	"I"	2012	"litter"	91.77	NA	"understoryBiom"	"plothalf"
"2889"	14	"I_14"	"I"	2013	"litter"	30.6	NA	"understoryBiom"	"plothalf"
"2890"	14	"N_14"	"N"	2011	"litter"	117.23	NA	"understoryBiom"	"plothalf"
"2891"	14	"N_14"	"N"	2012	"litter"	131.67	NA	"understoryBiom"	"plothalf"
"2892"	14	"N_14"	"N"	2013	"litter"	110.92	NA	"understoryBiom"	"plothalf"
"2893"	15	"I_15"	"I"	2011	"litter"	141.77	NA	"understoryBiom"	"plothalf"
"2894"	15	"I_15"	"I"	2012	"litter"	70.7	NA	"understoryBiom"	"plothalf"
"2895"	15	"I_15"	"I"	2013	"litter"	134.81	NA	"understoryBiom"	"plothalf"
"2896"	15	"N_15"	"N"	2011	"litter"	187.32	NA	"understoryBiom"	"plothalf"
"2897"	15	"N_15"	"N"	2012	"litter"	29.27	NA	"understoryBiom"	"plothalf"
"2898"	15	"N_15"	"N"	2013	"litter"	77.17	NA	"understoryBiom"	"plothalf"
"2899"	16	"I_16"	"I"	2011	"litter"	141.78	NA	"understoryBiom"	"plothalf"
"2900"	16	"I_16"	"I"	2012	"litter"	101.72	NA	"understoryBiom"	"plothalf"
"2901"	16	"I_16"	"I"	2013	"litter"	35.14	NA	"understoryBiom"	"plothalf"
"2902"	16	"N_16"	"N"	2011	"litter"	312.19	NA	"understoryBiom"	"plothalf"
"2903"	16	"N_16"	"N"	2012	"litter"	136.07	NA	"understoryBiom"	"plothalf"
"2904"	16	"N_16"	"N"	2013	"litter"	98.33	NA	"understoryBiom"	"plothalf"
"2905"	17	"I_17"	"I"	2011	"litter"	91.51	NA	"understoryBiom"	"plothalf"
"2906"	17	"I_17"	"I"	2012	"litter"	123.08	NA	"understoryBiom"	"plothalf"
"2907"	17	"I_17"	"I"	2013	"litter"	55.67	NA	"understoryBiom"	"plothalf"
"2908"	17	"N_17"	"N"	2011	"litter"	92.97	NA	"understoryBiom"	"plothalf"
"2909"	17	"N_17"	"N"	2012	"litter"	190.19	NA	"understoryBiom"	"plothalf"
"2910"	17	"N_17"	"N"	2013	"litter"	121.94	NA	"understoryBiom"	"plothalf"
"2911"	18	"I_18"	"I"	2011	"litter"	118.47	NA	"understoryBiom"	"plothalf"
"2912"	18	"I_18"	"I"	2012	"litter"	182.59	NA	"understoryBiom"	"plothalf"
"2913"	18	"I_18"	"I"	2013	"litter"	86.47	NA	"understoryBiom"	"plothalf"
"2914"	18	"N_18"	"N"	2011	"litter"	286.22	NA	"understoryBiom"	"plothalf"
"2915"	18	"N_18"	"N"	2012	"litter"	396.93	NA	"understoryBiom"	"plothalf"
"2916"	18	"N_18"	"N"	2013	"litter"	230.17	NA	"understoryBiom"	"plothalf"
"2917"	1	"I_1"	"I"	2011	"percpar"	27.89	NA	"environParam"	"plothalf"
"2918"	1	"I_1"	"I"	2012	"percpar"	42.63	NA	"environParam"	"plothalf"
"2919"	1	"I_1"	"I"	2013	"percpar"	68.67	NA	"environParam"	"plothalf"
"2920"	1	"N_1"	"N"	2011	"percpar"	23.72	NA	"environParam"	"plothalf"
"2921"	1	"N_1"	"N"	2012	"percpar"	55.91	NA	"environParam"	"plothalf"
"2922"	1	"N_1"	"N"	2013	"percpar"	79.63	NA	"environParam"	"plothalf"
"2923"	2	"I_2"	"I"	2011	"percpar"	2.5	NA	"environParam"	"plothalf"
"2924"	2	"I_2"	"I"	2012	"percpar"	4.09	NA	"environParam"	"plothalf"
"2925"	2	"I_2"	"I"	2013	"percpar"	6.48	NA	"environParam"	"plothalf"
"2926"	2	"N_2"	"N"	2011	"percpar"	17.98	NA	"environParam"	"plothalf"
"2927"	2	"N_2"	"N"	2012	"percpar"	3.06	NA	"environParam"	"plothalf"
"2928"	2	"N_2"	"N"	2013	"percpar"	7.87	NA	"environParam"	"plothalf"
"2929"	3	"I_3"	"I"	2011	"percpar"	5.24	NA	"environParam"	"plothalf"
"2930"	3	"I_3"	"I"	2012	"percpar"	3.46	NA	"environParam"	"plothalf"
"2931"	3	"I_3"	"I"	2013	"percpar"	9.57	NA	"environParam"	"plothalf"
"2932"	3	"N_3"	"N"	2011	"percpar"	13.15	NA	"environParam"	"plothalf"
"2933"	3	"N_3"	"N"	2012	"percpar"	3.63	NA	"environParam"	"plothalf"
"2934"	3	"N_3"	"N"	2013	"percpar"	10.34	NA	"environParam"	"plothalf"
"2935"	4	"I_4"	"I"	2011	"percpar"	1.93	NA	"environParam"	"plothalf"
"2936"	4	"I_4"	"I"	2012	"percpar"	2.59	NA	"environParam"	"plothalf"
"2937"	4	"I_4"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2938"	4	"N_4"	"N"	2011	"percpar"	1.35	NA	"environParam"	"plothalf"
"2939"	4	"N_4"	"N"	2012	"percpar"	1.79	NA	"environParam"	"plothalf"
"2940"	4	"N_4"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2941"	5	"I_5"	"I"	2011	"percpar"	4.32	NA	"environParam"	"plothalf"
"2942"	5	"I_5"	"I"	2012	"percpar"	5.27	NA	"environParam"	"plothalf"
"2943"	5	"I_5"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2944"	5	"N_5"	"N"	2011	"percpar"	2.94	NA	"environParam"	"plothalf"
"2945"	5	"N_5"	"N"	2012	"percpar"	6.04	NA	"environParam"	"plothalf"
"2946"	5	"N_5"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2947"	6	"I_6"	"I"	2011	"percpar"	7.05	NA	"environParam"	"plothalf"
"2948"	6	"I_6"	"I"	2012	"percpar"	1.91	NA	"environParam"	"plothalf"
"2949"	6	"I_6"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2950"	6	"N_6"	"N"	2011	"percpar"	2.36	NA	"environParam"	"plothalf"
"2951"	6	"N_6"	"N"	2012	"percpar"	1.93	NA	"environParam"	"plothalf"
"2952"	6	"N_6"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2953"	7	"I_7"	"I"	2011	"percpar"	40.3	NA	"environParam"	"plothalf"
"2954"	7	"I_7"	"I"	2012	"percpar"	3.35	NA	"environParam"	"plothalf"
"2955"	7	"I_7"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2956"	7	"N_7"	"N"	2011	"percpar"	34.73	NA	"environParam"	"plothalf"
"2957"	7	"N_7"	"N"	2012	"percpar"	5.96	NA	"environParam"	"plothalf"
"2958"	7	"N_7"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2959"	8	"I_8"	"I"	2011	"percpar"	88.09	NA	"environParam"	"plothalf"
"2960"	8	"I_8"	"I"	2012	"percpar"	69.5	NA	"environParam"	"plothalf"
"2961"	8	"I_8"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2962"	8	"N_8"	"N"	2011	"percpar"	56.72	NA	"environParam"	"plothalf"
"2963"	8	"N_8"	"N"	2012	"percpar"	6.79	NA	"environParam"	"plothalf"
"2964"	8	"N_8"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2965"	9	"I_9"	"I"	2011	"percpar"	3.57	NA	"environParam"	"plothalf"
"2966"	9	"I_9"	"I"	2012	"percpar"	3.71	NA	"environParam"	"plothalf"
"2967"	9	"I_9"	"I"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2968"	9	"N_9"	"N"	2011	"percpar"	5.85	NA	"environParam"	"plothalf"
"2969"	9	"N_9"	"N"	2012	"percpar"	2.01	NA	"environParam"	"plothalf"
"2970"	9	"N_9"	"N"	2013	"percpar"	NA	NA	"environParam"	"plothalf"
"2971"	10	"I_10"	"I"	2011	"percpar"	15.77	NA	"environParam"	"plothalf"
"2972"	10	"I_10"	"I"	2012	"percpar"	2.64	NA	"environParam"	"plothalf"
"2973"	10	"I_10"	"I"	2013	"percpar"	0.4	NA	"environParam"	"plothalf"
"2974"	10	"N_10"	"N"	2011	"percpar"	10.68	NA	"environParam"	"plothalf"
"2975"	10	"N_10"	"N"	2012	"percpar"	26.01	NA	"environParam"	"plothalf"
"2976"	10	"N_10"	"N"	2013	"percpar"	13.96	NA	"environParam"	"plothalf"
"2977"	11	"I_11"	"I"	2011	"percpar"	53.83	NA	"environParam"	"plothalf"
"2978"	11	"I_11"	"I"	2012	"percpar"	72.79	NA	"environParam"	"plothalf"
"2979"	11	"I_11"	"I"	2013	"percpar"	71.34	NA	"environParam"	"plothalf"
"2980"	11	"N_11"	"N"	2011	"percpar"	16.1	NA	"environParam"	"plothalf"
"2981"	11	"N_11"	"N"	2012	"percpar"	14.82	NA	"environParam"	"plothalf"
"2982"	11	"N_11"	"N"	2013	"percpar"	63.8	NA	"environParam"	"plothalf"
"2983"	12	"I_12"	"I"	2011	"percpar"	53.81	NA	"environParam"	"plothalf"
"2984"	12	"I_12"	"I"	2012	"percpar"	70.51	NA	"environParam"	"plothalf"
"2985"	12	"I_12"	"I"	2013	"percpar"	7.38	NA	"environParam"	"plothalf"
"2986"	12	"N_12"	"N"	2011	"percpar"	90.78	NA	"environParam"	"plothalf"
"2987"	12	"N_12"	"N"	2012	"percpar"	86.29	NA	"environParam"	"plothalf"
"2988"	12	"N_12"	"N"	2013	"percpar"	58.48	NA	"environParam"	"plothalf"
"2989"	13	"I_13"	"I"	2011	"percpar"	15.93	NA	"environParam"	"plothalf"
"2990"	13	"I_13"	"I"	2012	"percpar"	8.36	NA	"environParam"	"plothalf"
"2991"	13	"I_13"	"I"	2013	"percpar"	3.94	NA	"environParam"	"plothalf"
"2992"	13	"N_13"	"N"	2011	"percpar"	7.98	NA	"environParam"	"plothalf"
"2993"	13	"N_13"	"N"	2012	"percpar"	5.89	NA	"environParam"	"plothalf"
"2994"	13	"N_13"	"N"	2013	"percpar"	3.09	NA	"environParam"	"plothalf"
"2995"	14	"I_14"	"I"	2011	"percpar"	13.43	NA	"environParam"	"plothalf"
"2996"	14	"I_14"	"I"	2012	"percpar"	3.71	NA	"environParam"	"plothalf"
"2997"	14	"I_14"	"I"	2013	"percpar"	1.38	NA	"environParam"	"plothalf"
"2998"	14	"N_14"	"N"	2011	"percpar"	13.9	NA	"environParam"	"plothalf"
"2999"	14	"N_14"	"N"	2012	"percpar"	3.68	NA	"environParam"	"plothalf"
"3000"	14	"N_14"	"N"	2013	"percpar"	2.36	NA	"environParam"	"plothalf"
"3001"	15	"I_15"	"I"	2011	"percpar"	82.77	NA	"environParam"	"plothalf"
"3002"	15	"I_15"	"I"	2012	"percpar"	82.59	NA	"environParam"	"plothalf"
"3003"	15	"I_15"	"I"	2013	"percpar"	64.95	NA	"environParam"	"plothalf"
"3004"	15	"N_15"	"N"	2011	"percpar"	87.7	NA	"environParam"	"plothalf"
"3005"	15	"N_15"	"N"	2012	"percpar"	97.99	NA	"environParam"	"plothalf"
"3006"	15	"N_15"	"N"	2013	"percpar"	47.32	NA	"environParam"	"plothalf"
"3007"	16	"I_16"	"I"	2011	"percpar"	33.21	NA	"environParam"	"plothalf"
"3008"	16	"I_16"	"I"	2012	"percpar"	2.59	NA	"environParam"	"plothalf"
"3009"	16	"I_16"	"I"	2013	"percpar"	0.98	NA	"environParam"	"plothalf"
"3010"	16	"N_16"	"N"	2011	"percpar"	9.9	NA	"environParam"	"plothalf"
"3011"	16	"N_16"	"N"	2012	"percpar"	2.88	NA	"environParam"	"plothalf"
"3012"	16	"N_16"	"N"	2013	"percpar"	1.47	NA	"environParam"	"plothalf"
"3013"	17	"I_17"	"I"	2011	"percpar"	5.01	NA	"environParam"	"plothalf"
"3014"	17	"I_17"	"I"	2012	"percpar"	8.29	NA	"environParam"	"plothalf"
"3015"	17	"I_17"	"I"	2013	"percpar"	8.76	NA	"environParam"	"plothalf"
"3016"	17	"N_17"	"N"	2011	"percpar"	4.16	NA	"environParam"	"plothalf"
"3017"	17	"N_17"	"N"	2012	"percpar"	5.7	NA	"environParam"	"plothalf"
"3018"	17	"N_17"	"N"	2013	"percpar"	7.26	NA	"environParam"	"plothalf"
"3019"	18	"I_18"	"I"	2011	"percpar"	6.98	NA	"environParam"	"plothalf"
"3020"	18	"I_18"	"I"	2012	"percpar"	2.24	NA	"environParam"	"plothalf"
"3021"	18	"I_18"	"I"	2013	"percpar"	3.88	NA	"environParam"	"plothalf"
"3022"	18	"N_18"	"N"	2011	"percpar"	4.34	NA	"environParam"	"plothalf"
"3023"	18	"N_18"	"N"	2012	"percpar"	1.72	NA	"environParam"	"plothalf"
"3024"	18	"N_18"	"N"	2013	"percpar"	4.48	NA	"environParam"	"plothalf"
"3025"	1	"I_1"	"I"	2011	"soiltemp"	12.1	NA	"environParam"	"plothalf"
"3026"	1	"I_1"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3027"	1	"I_1"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3028"	1	"N_1"	"N"	2011	"soiltemp"	10.7	NA	"environParam"	"plothalf"
"3029"	1	"N_1"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3030"	1	"N_1"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3031"	2	"I_2"	"I"	2011	"soiltemp"	11.8	NA	"environParam"	"plothalf"
"3032"	2	"I_2"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3033"	2	"I_2"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3034"	2	"N_2"	"N"	2011	"soiltemp"	12	NA	"environParam"	"plothalf"
"3035"	2	"N_2"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3036"	2	"N_2"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3037"	3	"I_3"	"I"	2011	"soiltemp"	11	NA	"environParam"	"plothalf"
"3038"	3	"I_3"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3039"	3	"I_3"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3040"	3	"N_3"	"N"	2011	"soiltemp"	11	NA	"environParam"	"plothalf"
"3041"	3	"N_3"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3042"	3	"N_3"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3043"	4	"I_4"	"I"	2011	"soiltemp"	11.1	NA	"environParam"	"plothalf"
"3044"	4	"I_4"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3045"	4	"I_4"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3046"	4	"N_4"	"N"	2011	"soiltemp"	11.4	NA	"environParam"	"plothalf"
"3047"	4	"N_4"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3048"	4	"N_4"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3049"	5	"I_5"	"I"	2011	"soiltemp"	11.9	NA	"environParam"	"plothalf"
"3050"	5	"I_5"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3051"	5	"I_5"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3052"	5	"N_5"	"N"	2011	"soiltemp"	11.9	NA	"environParam"	"plothalf"
"3053"	5	"N_5"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3054"	5	"N_5"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3055"	6	"I_6"	"I"	2011	"soiltemp"	11	NA	"environParam"	"plothalf"
"3056"	6	"I_6"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3057"	6	"I_6"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3058"	6	"N_6"	"N"	2011	"soiltemp"	11.1	NA	"environParam"	"plothalf"
"3059"	6	"N_6"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3060"	6	"N_6"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3061"	7	"I_7"	"I"	2011	"soiltemp"	11.2	NA	"environParam"	"plothalf"
"3062"	7	"I_7"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3063"	7	"I_7"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3064"	7	"N_7"	"N"	2011	"soiltemp"	11.7	NA	"environParam"	"plothalf"
"3065"	7	"N_7"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3066"	7	"N_7"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3067"	8	"I_8"	"I"	2011	"soiltemp"	12.3	NA	"environParam"	"plothalf"
"3068"	8	"I_8"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3069"	8	"I_8"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3070"	8	"N_8"	"N"	2011	"soiltemp"	12.3	NA	"environParam"	"plothalf"
"3071"	8	"N_8"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3072"	8	"N_8"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3073"	9	"I_9"	"I"	2011	"soiltemp"	12.7	NA	"environParam"	"plothalf"
"3074"	9	"I_9"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3075"	9	"I_9"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3076"	9	"N_9"	"N"	2011	"soiltemp"	11.7	NA	"environParam"	"plothalf"
"3077"	9	"N_9"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3078"	9	"N_9"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3079"	10	"I_10"	"I"	2011	"soiltemp"	11.7	NA	"environParam"	"plothalf"
"3080"	10	"I_10"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3081"	10	"I_10"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3082"	10	"N_10"	"N"	2011	"soiltemp"	10.7	NA	"environParam"	"plothalf"
"3083"	10	"N_10"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3084"	10	"N_10"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3085"	11	"I_11"	"I"	2011	"soiltemp"	10.4	NA	"environParam"	"plothalf"
"3086"	11	"I_11"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3087"	11	"I_11"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3088"	11	"N_11"	"N"	2011	"soiltemp"	9.9	NA	"environParam"	"plothalf"
"3089"	11	"N_11"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3090"	11	"N_11"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3091"	12	"I_12"	"I"	2011	"soiltemp"	10.3	NA	"environParam"	"plothalf"
"3092"	12	"I_12"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3093"	12	"I_12"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3094"	12	"N_12"	"N"	2011	"soiltemp"	9.6	NA	"environParam"	"plothalf"
"3095"	12	"N_12"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3096"	12	"N_12"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3097"	13	"I_13"	"I"	2011	"soiltemp"	11.5	NA	"environParam"	"plothalf"
"3098"	13	"I_13"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3099"	13	"I_13"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3100"	13	"N_13"	"N"	2011	"soiltemp"	12.3	NA	"environParam"	"plothalf"
"3101"	13	"N_13"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3102"	13	"N_13"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3103"	14	"I_14"	"I"	2011	"soiltemp"	10.5	NA	"environParam"	"plothalf"
"3104"	14	"I_14"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3105"	14	"I_14"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3106"	14	"N_14"	"N"	2011	"soiltemp"	11	NA	"environParam"	"plothalf"
"3107"	14	"N_14"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3108"	14	"N_14"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3109"	15	"I_15"	"I"	2011	"soiltemp"	11.6	NA	"environParam"	"plothalf"
"3110"	15	"I_15"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3111"	15	"I_15"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3112"	15	"N_15"	"N"	2011	"soiltemp"	11.3	NA	"environParam"	"plothalf"
"3113"	15	"N_15"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3114"	15	"N_15"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3115"	16	"I_16"	"I"	2011	"soiltemp"	10.9	NA	"environParam"	"plothalf"
"3116"	16	"I_16"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3117"	16	"I_16"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3118"	16	"N_16"	"N"	2011	"soiltemp"	11.1	NA	"environParam"	"plothalf"
"3119"	16	"N_16"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3120"	16	"N_16"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3121"	17	"I_17"	"I"	2011	"soiltemp"	11.6	NA	"environParam"	"plothalf"
"3122"	17	"I_17"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3123"	17	"I_17"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3124"	17	"N_17"	"N"	2011	"soiltemp"	11.3	NA	"environParam"	"plothalf"
"3125"	17	"N_17"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3126"	17	"N_17"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3127"	18	"I_18"	"I"	2011	"soiltemp"	12	NA	"environParam"	"plothalf"
"3128"	18	"I_18"	"I"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3129"	18	"I_18"	"I"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3130"	18	"N_18"	"N"	2011	"soiltemp"	12.8	NA	"environParam"	"plothalf"
"3131"	18	"N_18"	"N"	2012	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3132"	18	"N_18"	"N"	2013	"soiltemp"	NA	NA	"environParam"	"plothalf"
"3133"	1	"I_1"	"I"	2011	"total"	4.18	NA	"understoryBiom"	"plothalf"
"3134"	1	"I_1"	"I"	2012	"total"	52	NA	"understoryBiom"	"plothalf"
"3135"	1	"I_1"	"I"	2013	"total"	40.56	NA	"understoryBiom"	"plothalf"
"3136"	1	"N_1"	"N"	2011	"total"	51.84	NA	"understoryBiom"	"plothalf"
"3137"	1	"N_1"	"N"	2012	"total"	4.51	NA	"understoryBiom"	"plothalf"
"3138"	1	"N_1"	"N"	2013	"total"	8.5	NA	"understoryBiom"	"plothalf"
"3139"	2	"I_2"	"I"	2011	"total"	2.64	NA	"understoryBiom"	"plothalf"
"3140"	2	"I_2"	"I"	2012	"total"	3.86	NA	"understoryBiom"	"plothalf"
"3141"	2	"I_2"	"I"	2013	"total"	14.36	NA	"understoryBiom"	"plothalf"
"3142"	2	"N_2"	"N"	2011	"total"	4.88	NA	"understoryBiom"	"plothalf"
"3143"	2	"N_2"	"N"	2012	"total"	18.85	NA	"understoryBiom"	"plothalf"
"3144"	2	"N_2"	"N"	2013	"total"	13.93	NA	"understoryBiom"	"plothalf"
"3145"	3	"I_3"	"I"	2011	"total"	4.97	NA	"understoryBiom"	"plothalf"
"3146"	3	"I_3"	"I"	2012	"total"	5.17	NA	"understoryBiom"	"plothalf"
"3147"	3	"I_3"	"I"	2013	"total"	5.89	NA	"understoryBiom"	"plothalf"
"3148"	3	"N_3"	"N"	2011	"total"	0.36	NA	"understoryBiom"	"plothalf"
"3149"	3	"N_3"	"N"	2012	"total"	1.23	NA	"understoryBiom"	"plothalf"
"3150"	3	"N_3"	"N"	2013	"total"	3.14	NA	"understoryBiom"	"plothalf"
"3151"	4	"I_4"	"I"	2011	"total"	3.35	NA	"understoryBiom"	"plothalf"
"3152"	4	"I_4"	"I"	2012	"total"	3.15	NA	"understoryBiom"	"plothalf"
"3153"	4	"I_4"	"I"	2013	"total"	2.78	NA	"understoryBiom"	"plothalf"
"3154"	4	"N_4"	"N"	2011	"total"	0	NA	"understoryBiom"	"plothalf"
"3155"	4	"N_4"	"N"	2012	"total"	0.81	NA	"understoryBiom"	"plothalf"
"3156"	4	"N_4"	"N"	2013	"total"	0.4	NA	"understoryBiom"	"plothalf"
"3157"	5	"I_5"	"I"	2011	"total"	12.79	NA	"understoryBiom"	"plothalf"
"3158"	5	"I_5"	"I"	2012	"total"	14.23	NA	"understoryBiom"	"plothalf"
"3159"	5	"I_5"	"I"	2013	"total"	8.36	NA	"understoryBiom"	"plothalf"
"3160"	5	"N_5"	"N"	2011	"total"	0	NA	"understoryBiom"	"plothalf"
"3161"	5	"N_5"	"N"	2012	"total"	0.08	NA	"understoryBiom"	"plothalf"
"3162"	5	"N_5"	"N"	2013	"total"	0	NA	"understoryBiom"	"plothalf"
"3163"	6	"I_6"	"I"	2011	"total"	3.13	NA	"understoryBiom"	"plothalf"
"3164"	6	"I_6"	"I"	2012	"total"	1.24	NA	"understoryBiom"	"plothalf"
"3165"	6	"I_6"	"I"	2013	"total"	24.79	NA	"understoryBiom"	"plothalf"
"3166"	6	"N_6"	"N"	2011	"total"	0.63	NA	"understoryBiom"	"plothalf"
"3167"	6	"N_6"	"N"	2012	"total"	0.08	NA	"understoryBiom"	"plothalf"
