"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"depth"	"varType"	"measLevel"	"variable1"
"1"	1	"I_1"	"I"	2012	"ammonifd_B"	-0.0567	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"2"	1	"I_1"	"I"	2013	"ammonifd_B"	0.6318	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"3"	1	"N_1"	"N"	2012	"ammonifd_B"	-0.0347	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"4"	1	"N_1"	"N"	2013	"ammonifd_B"	-0.0313	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"5"	10	"I_10"	"I"	2012	"ammonifd_B"	0.4443	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"6"	10	"I_10"	"I"	2013	"ammonifd_B"	-0.1441	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"7"	10	"N_10"	"N"	2012	"ammonifd_B"	-0.0163	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"8"	10	"N_10"	"N"	2013	"ammonifd_B"	-0.1761	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"9"	11	"I_11"	"I"	2012	"ammonifd_B"	0.3761	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"10"	11	"I_11"	"I"	2013	"ammonifd_B"	0.0728	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"11"	11	"N_11"	"N"	2012	"ammonifd_B"	0.0013	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"12"	11	"N_11"	"N"	2013	"ammonifd_B"	-0.2371	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"13"	13	"I_13"	"I"	2012	"ammonifd_B"	-0.0255	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"14"	13	"I_13"	"I"	2013	"ammonifd_B"	-0.0783	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"15"	13	"N_13"	"N"	2012	"ammonifd_B"	-0.0286	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"16"	13	"N_13"	"N"	2013	"ammonifd_B"	0.0073	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"17"	14	"I_14"	"I"	2012	"ammonifd_B"	NA	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"18"	14	"I_14"	"I"	2013	"ammonifd_B"	0.1056	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"19"	14	"N_14"	"N"	2012	"ammonifd_B"	-0.0596	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"20"	14	"N_14"	"N"	2013	"ammonifd_B"	-0.1122	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"21"	16	"I_16"	"I"	2012	"ammonifd_B"	NA	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"22"	16	"I_16"	"I"	2013	"ammonifd_B"	-0.0889	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"23"	16	"N_16"	"N"	2012	"ammonifd_B"	NA	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"24"	16	"N_16"	"N"	2013	"ammonifd_B"	-0.04	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"25"	17	"I_17"	"I"	2012	"ammonifd_B"	NA	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"26"	17	"I_17"	"I"	2013	"ammonifd_B"	0.018	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"27"	17	"N_17"	"N"	2012	"ammonifd_B"	-0.0184	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"28"	17	"N_17"	"N"	2013	"ammonifd_B"	-0.0272	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"29"	18	"I_18"	"I"	2012	"ammonifd_B"	NA	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"30"	18	"I_18"	"I"	2013	"ammonifd_B"	-0.1104	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"31"	18	"N_18"	"N"	2012	"ammonifd_B"	0.0301	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"32"	18	"N_18"	"N"	2013	"ammonifd_B"	-0.096	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"33"	2	"I_2"	"I"	2012	"ammonifd_B"	0.0359	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"34"	2	"I_2"	"I"	2013	"ammonifd_B"	0.162	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"35"	2	"N_2"	"N"	2012	"ammonifd_B"	-0.0369	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"36"	2	"N_2"	"N"	2013	"ammonifd_B"	0.1521	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"37"	3	"I_3"	"I"	2012	"ammonifd_B"	-0.0473	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"38"	3	"I_3"	"I"	2013	"ammonifd_B"	0.1032	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"39"	3	"N_3"	"N"	2012	"ammonifd_B"	0.3187	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"40"	3	"N_3"	"N"	2013	"ammonifd_B"	0.2803	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"41"	4	"I_4"	"I"	2012	"ammonifd_B"	-0.0537	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"42"	4	"I_4"	"I"	2013	"ammonifd_B"	0.0732	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"43"	4	"N_4"	"N"	2012	"ammonifd_B"	-0.0665	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"44"	4	"N_4"	"N"	2013	"ammonifd_B"	-0.0671	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"45"	5	"I_5"	"I"	2012	"ammonifd_B"	-0.0271	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"46"	5	"I_5"	"I"	2013	"ammonifd_B"	0.0766	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"47"	5	"N_5"	"N"	2012	"ammonifd_B"	0.0503	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"48"	5	"N_5"	"N"	2013	"ammonifd_B"	-0.0113	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"49"	6	"I_6"	"I"	2012	"ammonifd_B"	0.0177	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"50"	6	"I_6"	"I"	2013	"ammonifd_B"	-0.0141	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"51"	6	"N_6"	"N"	2012	"ammonifd_B"	-0.0323	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"52"	6	"N_6"	"N"	2013	"ammonifd_B"	-0.0017	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"53"	7	"I_7"	"I"	2012	"ammonifd_B"	-0.0452	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"54"	7	"I_7"	"I"	2013	"ammonifd_B"	-0.1781	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"55"	7	"N_7"	"N"	2012	"ammonifd_B"	-0.024	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"56"	7	"N_7"	"N"	2013	"ammonifd_B"	-0.2362	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"57"	8	"I_8"	"I"	2012	"ammonifd_B"	-0.0542	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"58"	8	"I_8"	"I"	2013	"ammonifd_B"	-0.0667	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"59"	8	"N_8"	"N"	2012	"ammonifd_B"	-0.1035	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"60"	8	"N_8"	"N"	2013	"ammonifd_B"	-0.1045	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"61"	9	"I_9"	"I"	2012	"ammonifd_B"	-0.0448	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"62"	9	"I_9"	"I"	2013	"ammonifd_B"	0.1989	"B"	"measCat"	"plothalf"	"ammonifd_B_I"
"63"	9	"N_9"	"N"	2012	"ammonifd_B"	-0.0163	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"64"	9	"N_9"	"N"	2013	"ammonifd_B"	-0.213	"B"	"measCat"	"plothalf"	"ammonifd_B_N"
"129"	1	"I_1"	"I"	2012	"ammonifd_T"	-0.0226	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"130"	1	"I_1"	"I"	2013	"ammonifd_T"	0.1618	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"131"	1	"N_1"	"N"	2012	"ammonifd_T"	0.1604	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"132"	1	"N_1"	"N"	2013	"ammonifd_T"	0.1436	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"133"	10	"I_10"	"I"	2012	"ammonifd_T"	-0.1119	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"134"	10	"I_10"	"I"	2013	"ammonifd_T"	-0.2652	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"135"	10	"N_10"	"N"	2012	"ammonifd_T"	-0.0668	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"136"	10	"N_10"	"N"	2013	"ammonifd_T"	-0.2247	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"137"	11	"I_11"	"I"	2012	"ammonifd_T"	-0.0632	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"138"	11	"I_11"	"I"	2013	"ammonifd_T"	0.2515	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"139"	11	"N_11"	"N"	2012	"ammonifd_T"	0.0826	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"140"	11	"N_11"	"N"	2013	"ammonifd_T"	-0.2268	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"141"	13	"I_13"	"I"	2012	"ammonifd_T"	-0.0874	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"142"	13	"I_13"	"I"	2013	"ammonifd_T"	-0.0499	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"143"	13	"N_13"	"N"	2012	"ammonifd_T"	-0.0095	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"144"	13	"N_13"	"N"	2013	"ammonifd_T"	-0.1798	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"145"	14	"I_14"	"I"	2012	"ammonifd_T"	-0.1185	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"146"	14	"I_14"	"I"	2013	"ammonifd_T"	0.2455	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"147"	14	"N_14"	"N"	2012	"ammonifd_T"	0.0625	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"148"	14	"N_14"	"N"	2013	"ammonifd_T"	-0.2319	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"149"	16	"I_16"	"I"	2012	"ammonifd_T"	-0.0354	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"150"	16	"I_16"	"I"	2013	"ammonifd_T"	0.3962	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"151"	16	"N_16"	"N"	2012	"ammonifd_T"	-0.025	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"152"	16	"N_16"	"N"	2013	"ammonifd_T"	-0.0219	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"153"	17	"I_17"	"I"	2012	"ammonifd_T"	0.2476	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"154"	17	"I_17"	"I"	2013	"ammonifd_T"	0.2311	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"155"	17	"N_17"	"N"	2012	"ammonifd_T"	-0.1028	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"156"	17	"N_17"	"N"	2013	"ammonifd_T"	-0.3308	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"157"	18	"I_18"	"I"	2012	"ammonifd_T"	-0.0493	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"158"	18	"I_18"	"I"	2013	"ammonifd_T"	0.1971	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"159"	18	"N_18"	"N"	2012	"ammonifd_T"	0.1913	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"160"	18	"N_18"	"N"	2013	"ammonifd_T"	-0.0454	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"161"	2	"I_2"	"I"	2012	"ammonifd_T"	0.1915	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"162"	2	"I_2"	"I"	2013	"ammonifd_T"	0.4915	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"163"	2	"N_2"	"N"	2012	"ammonifd_T"	0.0702	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"164"	2	"N_2"	"N"	2013	"ammonifd_T"	-0.1731	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"165"	3	"I_3"	"I"	2012	"ammonifd_T"	-0.0304	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"166"	3	"I_3"	"I"	2013	"ammonifd_T"	0.0538	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"167"	3	"N_3"	"N"	2012	"ammonifd_T"	0.1502	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"168"	3	"N_3"	"N"	2013	"ammonifd_T"	-0.0531	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"169"	4	"I_4"	"I"	2012	"ammonifd_T"	0.0554	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"170"	4	"I_4"	"I"	2013	"ammonifd_T"	0.2018	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"171"	4	"N_4"	"N"	2012	"ammonifd_T"	0.0253	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"172"	4	"N_4"	"N"	2013	"ammonifd_T"	-0.0596	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"173"	5	"I_5"	"I"	2012	"ammonifd_T"	-0.0255	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"174"	5	"I_5"	"I"	2013	"ammonifd_T"	0.5039	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"175"	5	"N_5"	"N"	2012	"ammonifd_T"	0.0627	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"176"	5	"N_5"	"N"	2013	"ammonifd_T"	-0.0524	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"177"	6	"I_6"	"I"	2012	"ammonifd_T"	-0.0478	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"178"	6	"I_6"	"I"	2013	"ammonifd_T"	0.057	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"179"	6	"N_6"	"N"	2012	"ammonifd_T"	-0.0226	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"180"	6	"N_6"	"N"	2013	"ammonifd_T"	0.0188	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"181"	7	"I_7"	"I"	2012	"ammonifd_T"	-0.067	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"182"	7	"I_7"	"I"	2013	"ammonifd_T"	-0.1757	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"183"	7	"N_7"	"N"	2012	"ammonifd_T"	-0.1102	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"184"	7	"N_7"	"N"	2013	"ammonifd_T"	-0.0177	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"185"	8	"I_8"	"I"	2012	"ammonifd_T"	-0.0782	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"186"	8	"I_8"	"I"	2013	"ammonifd_T"	-0.0626	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"187"	8	"N_8"	"N"	2012	"ammonifd_T"	-0.0603	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"188"	8	"N_8"	"N"	2013	"ammonifd_T"	-0.0648	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"189"	9	"I_9"	"I"	2012	"ammonifd_T"	-0.0129	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"190"	9	"I_9"	"I"	2013	"ammonifd_T"	-0.0076	"T"	"measCat"	"plothalf"	"ammonifd_T_I"
"191"	9	"N_9"	"N"	2012	"ammonifd_T"	-0.0563	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"192"	9	"N_9"	"N"	2013	"ammonifd_T"	-0.1326	"T"	"measCat"	"plothalf"	"ammonifd_T_N"
"193"	1	"I_1"	"I"	2012	"minzd_B"	0.0537	"B"	"measCat"	"plothalf"	"minzd_B_I"
"194"	1	"I_1"	"I"	2013	"minzd_B"	0.6239	"B"	"measCat"	"plothalf"	"minzd_B_I"
"195"	1	"N_1"	"N"	2012	"minzd_B"	-0.0831	"B"	"measCat"	"plothalf"	"minzd_B_N"
"196"	1	"N_1"	"N"	2013	"minzd_B"	0.1719	"B"	"measCat"	"plothalf"	"minzd_B_N"
"197"	10	"I_10"	"I"	2012	"minzd_B"	1.2503	"B"	"measCat"	"plothalf"	"minzd_B_I"
"198"	10	"I_10"	"I"	2013	"minzd_B"	0.0144	"B"	"measCat"	"plothalf"	"minzd_B_I"
"199"	10	"N_10"	"N"	2012	"minzd_B"	0.2321	"B"	"measCat"	"plothalf"	"minzd_B_N"
"200"	10	"N_10"	"N"	2013	"minzd_B"	0.1227	"B"	"measCat"	"plothalf"	"minzd_B_N"
"201"	11	"I_11"	"I"	2012	"minzd_B"	0.5724	"B"	"measCat"	"plothalf"	"minzd_B_I"
"202"	11	"I_11"	"I"	2013	"minzd_B"	0.0665	"B"	"measCat"	"plothalf"	"minzd_B_I"
"203"	11	"N_11"	"N"	2012	"minzd_B"	0.0463	"B"	"measCat"	"plothalf"	"minzd_B_N"
"204"	11	"N_11"	"N"	2013	"minzd_B"	-0.1121	"B"	"measCat"	"plothalf"	"minzd_B_N"
"205"	13	"I_13"	"I"	2012	"minzd_B"	-0.0566	"B"	"measCat"	"plothalf"	"minzd_B_I"
"206"	13	"I_13"	"I"	2013	"minzd_B"	-0.0609	"B"	"measCat"	"plothalf"	"minzd_B_I"
"207"	13	"N_13"	"N"	2012	"minzd_B"	-0.0341	"B"	"measCat"	"plothalf"	"minzd_B_N"
"208"	13	"N_13"	"N"	2013	"minzd_B"	-0.0071	"B"	"measCat"	"plothalf"	"minzd_B_N"
"209"	14	"I_14"	"I"	2012	"minzd_B"	0.0128	"B"	"measCat"	"plothalf"	"minzd_B_I"
"210"	14	"I_14"	"I"	2013	"minzd_B"	0.145	"B"	"measCat"	"plothalf"	"minzd_B_I"
"211"	14	"N_14"	"N"	2012	"minzd_B"	-0.0252	"B"	"measCat"	"plothalf"	"minzd_B_N"
"212"	14	"N_14"	"N"	2013	"minzd_B"	0.1583	"B"	"measCat"	"plothalf"	"minzd_B_N"
"213"	16	"I_16"	"I"	2012	"minzd_B"	-0.032	"B"	"measCat"	"plothalf"	"minzd_B_I"
"214"	16	"I_16"	"I"	2013	"minzd_B"	0.007	"B"	"measCat"	"plothalf"	"minzd_B_I"
"215"	16	"N_16"	"N"	2012	"minzd_B"	-0.0138	"B"	"measCat"	"plothalf"	"minzd_B_N"
"216"	16	"N_16"	"N"	2013	"minzd_B"	0.0645	"B"	"measCat"	"plothalf"	"minzd_B_N"
"217"	17	"I_17"	"I"	2012	"minzd_B"	0.0823	"B"	"measCat"	"plothalf"	"minzd_B_I"
"218"	17	"I_17"	"I"	2013	"minzd_B"	0.1893	"B"	"measCat"	"plothalf"	"minzd_B_I"
"219"	17	"N_17"	"N"	2012	"minzd_B"	-0.0277	"B"	"measCat"	"plothalf"	"minzd_B_N"
"220"	17	"N_17"	"N"	2013	"minzd_B"	0.1422	"B"	"measCat"	"plothalf"	"minzd_B_N"
"221"	18	"I_18"	"I"	2012	"minzd_B"	-0.0094	"B"	"measCat"	"plothalf"	"minzd_B_I"
"222"	18	"I_18"	"I"	2013	"minzd_B"	-0.0463	"B"	"measCat"	"plothalf"	"minzd_B_I"
"223"	18	"N_18"	"N"	2012	"minzd_B"	0.0262	"B"	"measCat"	"plothalf"	"minzd_B_N"
"224"	18	"N_18"	"N"	2013	"minzd_B"	-0.04	"B"	"measCat"	"plothalf"	"minzd_B_N"
"225"	2	"I_2"	"I"	2012	"minzd_B"	0.0212	"B"	"measCat"	"plothalf"	"minzd_B_I"
"226"	2	"I_2"	"I"	2013	"minzd_B"	0.2475	"B"	"measCat"	"plothalf"	"minzd_B_I"
"227"	2	"N_2"	"N"	2012	"minzd_B"	-0.0562	"B"	"measCat"	"plothalf"	"minzd_B_N"
"228"	2	"N_2"	"N"	2013	"minzd_B"	0.1877	"B"	"measCat"	"plothalf"	"minzd_B_N"
"229"	3	"I_3"	"I"	2012	"minzd_B"	-0.045	"B"	"measCat"	"plothalf"	"minzd_B_I"
"230"	3	"I_3"	"I"	2013	"minzd_B"	0.1806	"B"	"measCat"	"plothalf"	"minzd_B_I"
"231"	3	"N_3"	"N"	2012	"minzd_B"	0.3126	"B"	"measCat"	"plothalf"	"minzd_B_N"
"232"	3	"N_3"	"N"	2013	"minzd_B"	0.3744	"B"	"measCat"	"plothalf"	"minzd_B_N"
"233"	4	"I_4"	"I"	2012	"minzd_B"	0.0114	"B"	"measCat"	"plothalf"	"minzd_B_I"
"234"	4	"I_4"	"I"	2013	"minzd_B"	0.1365	"B"	"measCat"	"plothalf"	"minzd_B_I"
"235"	4	"N_4"	"N"	2012	"minzd_B"	-0.0403	"B"	"measCat"	"plothalf"	"minzd_B_N"
"236"	4	"N_4"	"N"	2013	"minzd_B"	0.2023	"B"	"measCat"	"plothalf"	"minzd_B_N"
"237"	5	"I_5"	"I"	2012	"minzd_B"	0.2125	"B"	"measCat"	"plothalf"	"minzd_B_I"
"238"	5	"I_5"	"I"	2013	"minzd_B"	0.1858	"B"	"measCat"	"plothalf"	"minzd_B_I"
"239"	5	"N_5"	"N"	2012	"minzd_B"	0.1724	"B"	"measCat"	"plothalf"	"minzd_B_N"
"240"	5	"N_5"	"N"	2013	"minzd_B"	0.1937	"B"	"measCat"	"plothalf"	"minzd_B_N"
"241"	6	"I_6"	"I"	2012	"minzd_B"	0.0429	"B"	"measCat"	"plothalf"	"minzd_B_I"
"242"	6	"I_6"	"I"	2013	"minzd_B"	0.0779	"B"	"measCat"	"plothalf"	"minzd_B_I"
"243"	6	"N_6"	"N"	2012	"minzd_B"	-0.0257	"B"	"measCat"	"plothalf"	"minzd_B_N"
"244"	6	"N_6"	"N"	2013	"minzd_B"	0.0542	"B"	"measCat"	"plothalf"	"minzd_B_N"
"245"	7	"I_7"	"I"	2012	"minzd_B"	0.0341	"B"	"measCat"	"plothalf"	"minzd_B_I"
"246"	7	"I_7"	"I"	2013	"minzd_B"	0.5173	"B"	"measCat"	"plothalf"	"minzd_B_I"
"247"	7	"N_7"	"N"	2012	"minzd_B"	0.2196	"B"	"measCat"	"plothalf"	"minzd_B_N"
"248"	7	"N_7"	"N"	2013	"minzd_B"	0.3089	"B"	"measCat"	"plothalf"	"minzd_B_N"
"249"	8	"I_8"	"I"	2012	"minzd_B"	0.0106	"B"	"measCat"	"plothalf"	"minzd_B_I"
"250"	8	"I_8"	"I"	2013	"minzd_B"	0.3313	"B"	"measCat"	"plothalf"	"minzd_B_I"
"251"	8	"N_8"	"N"	2012	"minzd_B"	0.0825	"B"	"measCat"	"plothalf"	"minzd_B_N"
"252"	8	"N_8"	"N"	2013	"minzd_B"	0.1741	"B"	"measCat"	"plothalf"	"minzd_B_N"
"253"	9	"I_9"	"I"	2012	"minzd_B"	0.0825	"B"	"measCat"	"plothalf"	"minzd_B_I"
"254"	9	"I_9"	"I"	2013	"minzd_B"	0.7087	"B"	"measCat"	"plothalf"	"minzd_B_I"
"255"	9	"N_9"	"N"	2012	"minzd_B"	-0.0211	"B"	"measCat"	"plothalf"	"minzd_B_N"
"256"	9	"N_9"	"N"	2013	"minzd_B"	-0.1551	"B"	"measCat"	"plothalf"	"minzd_B_N"
"321"	1	"I_1"	"I"	2012	"minzd_T"	-0.0185	"T"	"measCat"	"plothalf"	"minzd_T_I"
"322"	1	"I_1"	"I"	2013	"minzd_T"	0.2488	"T"	"measCat"	"plothalf"	"minzd_T_I"
"323"	1	"N_1"	"N"	2012	"minzd_T"	0.1338	"T"	"measCat"	"plothalf"	"minzd_T_N"
"324"	1	"N_1"	"N"	2013	"minzd_T"	0.3338	"T"	"measCat"	"plothalf"	"minzd_T_N"
"325"	10	"I_10"	"I"	2012	"minzd_T"	0.3147	"T"	"measCat"	"plothalf"	"minzd_T_I"
"326"	10	"I_10"	"I"	2013	"minzd_T"	1.2033	"T"	"measCat"	"plothalf"	"minzd_T_I"
"327"	10	"N_10"	"N"	2012	"minzd_T"	0.1505	"T"	"measCat"	"plothalf"	"minzd_T_N"
"328"	10	"N_10"	"N"	2013	"minzd_T"	-0.0159	"T"	"measCat"	"plothalf"	"minzd_T_N"
"329"	11	"I_11"	"I"	2012	"minzd_T"	0.1609	"T"	"measCat"	"plothalf"	"minzd_T_I"
"330"	11	"I_11"	"I"	2013	"minzd_T"	0.6759	"T"	"measCat"	"plothalf"	"minzd_T_I"
"331"	11	"N_11"	"N"	2012	"minzd_T"	0.1665	"T"	"measCat"	"plothalf"	"minzd_T_N"
"332"	11	"N_11"	"N"	2013	"minzd_T"	0.1268	"T"	"measCat"	"plothalf"	"minzd_T_N"
"333"	13	"I_13"	"I"	2012	"minzd_T"	-0.0543	"T"	"measCat"	"plothalf"	"minzd_T_I"
"334"	13	"I_13"	"I"	2013	"minzd_T"	-0.0421	"T"	"measCat"	"plothalf"	"minzd_T_I"
"335"	13	"N_13"	"N"	2012	"minzd_T"	0.0301	"T"	"measCat"	"plothalf"	"minzd_T_N"
"336"	13	"N_13"	"N"	2013	"minzd_T"	-0.1418	"T"	"measCat"	"plothalf"	"minzd_T_N"
"337"	14	"I_14"	"I"	2012	"minzd_T"	0.1837	"T"	"measCat"	"plothalf"	"minzd_T_I"
"338"	14	"I_14"	"I"	2013	"minzd_T"	0.2438	"T"	"measCat"	"plothalf"	"minzd_T_I"
"339"	14	"N_14"	"N"	2012	"minzd_T"	0.115	"T"	"measCat"	"plothalf"	"minzd_T_N"
"340"	14	"N_14"	"N"	2013	"minzd_T"	0.4029	"T"	"measCat"	"plothalf"	"minzd_T_N"
"341"	16	"I_16"	"I"	2012	"minzd_T"	0.0998	"T"	"measCat"	"plothalf"	"minzd_T_I"
"342"	16	"I_16"	"I"	2013	"minzd_T"	0.5754	"T"	"measCat"	"plothalf"	"minzd_T_I"
"343"	16	"N_16"	"N"	2012	"minzd_T"	-0.0038	"T"	"measCat"	"plothalf"	"minzd_T_N"
"344"	16	"N_16"	"N"	2013	"minzd_T"	0.1033	"T"	"measCat"	"plothalf"	"minzd_T_N"
"345"	17	"I_17"	"I"	2012	"minzd_T"	0.1961	"T"	"measCat"	"plothalf"	"minzd_T_I"
"346"	17	"I_17"	"I"	2013	"minzd_T"	0.4269	"T"	"measCat"	"plothalf"	"minzd_T_I"
"347"	17	"N_17"	"N"	2012	"minzd_T"	0.3483	"T"	"measCat"	"plothalf"	"minzd_T_N"
"348"	17	"N_17"	"N"	2013	"minzd_T"	0.5672	"T"	"measCat"	"plothalf"	"minzd_T_N"
"349"	18	"I_18"	"I"	2012	"minzd_T"	0.1491	"T"	"measCat"	"plothalf"	"minzd_T_I"
"350"	18	"I_18"	"I"	2013	"minzd_T"	0.7531	"T"	"measCat"	"plothalf"	"minzd_T_I"
"351"	18	"N_18"	"N"	2012	"minzd_T"	0.2637	"T"	"measCat"	"plothalf"	"minzd_T_N"
"352"	18	"N_18"	"N"	2013	"minzd_T"	0.4249	"T"	"measCat"	"plothalf"	"minzd_T_N"
"353"	2	"I_2"	"I"	2012	"minzd_T"	0.1541	"T"	"measCat"	"plothalf"	"minzd_T_I"
"354"	2	"I_2"	"I"	2013	"minzd_T"	0.6223	"T"	"measCat"	"plothalf"	"minzd_T_I"
