"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"	"variable1"
"2785"	1	"I_1"	"I"	2011	"mv_g.m2"	13.0666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2786"	1	"I_1"	"I"	2012	"mv_g.m2"	232.213333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2787"	1	"I_1"	"I"	2013	"mv_g.m2"	83.4666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2788"	1	"N_1"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2789"	1	"N_1"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2790"	1	"N_1"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2791"	10	"I_10"	"I"	2011	"mv_g.m2"	21.5466666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2792"	10	"I_10"	"I"	2012	"mv_g.m2"	41.2266666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2793"	10	"I_10"	"I"	2013	"mv_g.m2"	26.4	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2794"	10	"N_10"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2795"	10	"N_10"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2796"	10	"N_10"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2797"	11	"I_11"	"I"	2011	"mv_g.m2"	973.333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2798"	11	"I_11"	"I"	2012	"mv_g.m2"	43.5733333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2799"	11	"I_11"	"I"	2013	"mv_g.m2"	175.68	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2800"	11	"N_11"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2801"	11	"N_11"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2802"	11	"N_11"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2803"	13	"I_13"	"I"	2011	"mv_g.m2"	10.8266666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2804"	13	"I_13"	"I"	2012	"mv_g.m2"	8.48	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2805"	13	"I_13"	"I"	2013	"mv_g.m2"	0.32	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2806"	13	"N_13"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2807"	13	"N_13"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2808"	13	"N_13"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2809"	14	"I_14"	"I"	2011	"mv_g.m2"	40.5333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2810"	14	"I_14"	"I"	2012	"mv_g.m2"	23.52	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2811"	14	"I_14"	"I"	2013	"mv_g.m2"	46.2933333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2812"	14	"N_14"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2813"	14	"N_14"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2814"	14	"N_14"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2815"	16	"I_16"	"I"	2011	"mv_g.m2"	28.32	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2816"	16	"I_16"	"I"	2012	"mv_g.m2"	25.44	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2817"	16	"I_16"	"I"	2013	"mv_g.m2"	51.2	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2818"	16	"N_16"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2819"	16	"N_16"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2820"	16	"N_16"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2821"	17	"I_17"	"I"	2011	"mv_g.m2"	67.04	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2822"	17	"I_17"	"I"	2012	"mv_g.m2"	111.36	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2823"	17	"I_17"	"I"	2013	"mv_g.m2"	49.0133333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2824"	17	"N_17"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2825"	17	"N_17"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2826"	17	"N_17"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2827"	18	"I_18"	"I"	2011	"mv_g.m2"	6.13333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2828"	18	"I_18"	"I"	2012	"mv_g.m2"	3.73333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2829"	18	"I_18"	"I"	2013	"mv_g.m2"	2.13333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2830"	18	"N_18"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2831"	18	"N_18"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2832"	18	"N_18"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2833"	2	"I_2"	"I"	2011	"mv_g.m2"	10.72	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2834"	2	"I_2"	"I"	2012	"mv_g.m2"	16.3733333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2835"	2	"I_2"	"I"	2013	"mv_g.m2"	51.4133333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2836"	2	"N_2"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2837"	2	"N_2"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2838"	2	"N_2"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2839"	3	"I_3"	"I"	2011	"mv_g.m2"	16.7466666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2840"	3	"I_3"	"I"	2012	"mv_g.m2"	25.9733333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2841"	3	"I_3"	"I"	2013	"mv_g.m2"	9.38666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2842"	3	"N_3"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2843"	3	"N_3"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2844"	3	"N_3"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2845"	4	"I_4"	"I"	2011	"mv_g.m2"	17.0133333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2846"	4	"I_4"	"I"	2012	"mv_g.m2"	16.64	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2847"	4	"I_4"	"I"	2013	"mv_g.m2"	11.7333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2848"	4	"N_4"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2849"	4	"N_4"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2850"	4	"N_4"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2851"	5	"I_5"	"I"	2011	"mv_g.m2"	68.2133333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2852"	5	"I_5"	"I"	2012	"mv_g.m2"	75.7333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2853"	5	"I_5"	"I"	2013	"mv_g.m2"	44.5866666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2854"	5	"N_5"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2855"	5	"N_5"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2856"	5	"N_5"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2857"	6	"I_6"	"I"	2011	"mv_g.m2"	15.4666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2858"	6	"I_6"	"I"	2012	"mv_g.m2"	5.92	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2859"	6	"I_6"	"I"	2013	"mv_g.m2"	6.4	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2860"	6	"N_6"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2861"	6	"N_6"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2862"	6	"N_6"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2863"	7	"I_7"	"I"	2011	"mv_g.m2"	89.28	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2864"	7	"I_7"	"I"	2012	"mv_g.m2"	70.0266666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2865"	7	"I_7"	"I"	2013	"mv_g.m2"	35.4666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2866"	7	"N_7"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2867"	7	"N_7"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2868"	7	"N_7"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2869"	8	"I_8"	"I"	2011	"mv_g.m2"	75.36	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2870"	8	"I_8"	"I"	2012	"mv_g.m2"	79.84	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2871"	8	"I_8"	"I"	2013	"mv_g.m2"	62.0266666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2872"	8	"N_8"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2873"	8	"N_8"	"N"	2012	"mv_g.m2"	0.0533333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2874"	8	"N_8"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2875"	9	"I_9"	"I"	2011	"mv_g.m2"	77.0666666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2876"	9	"I_9"	"I"	2012	"mv_g.m2"	148.266666666667	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2877"	9	"I_9"	"I"	2013	"mv_g.m2"	61.3333333333333	NA	"understoryBiom"	"plothalf"	"mv_g.m2_I"
"2878"	9	"N_9"	"N"	2011	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2879"	9	"N_9"	"N"	2012	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2880"	9	"N_9"	"N"	2013	"mv_g.m2"	0	NA	"understoryBiom"	"plothalf"	"mv_g.m2_N"
"2881"	1	"I_1"	"I"	2011	"nat_g.m2"	9.22666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2882"	1	"I_1"	"I"	2012	"nat_g.m2"	45.12	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2883"	1	"I_1"	"I"	2013	"nat_g.m2"	132.853333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2884"	1	"N_1"	"N"	2011	"nat_g.m2"	276.48	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2885"	1	"N_1"	"N"	2012	"nat_g.m2"	24.0533333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2886"	1	"N_1"	"N"	2013	"nat_g.m2"	45.3333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2887"	10	"I_10"	"I"	2011	"nat_g.m2"	2.88	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2888"	10	"I_10"	"I"	2012	"nat_g.m2"	29.0133333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2889"	10	"I_10"	"I"	2013	"nat_g.m2"	21.7066666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2890"	10	"N_10"	"N"	2011	"nat_g.m2"	9.81333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2891"	10	"N_10"	"N"	2012	"nat_g.m2"	54.7733333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2892"	10	"N_10"	"N"	2013	"nat_g.m2"	26.8266666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2893"	11	"I_11"	"I"	2011	"nat_g.m2"	513.066666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2894"	11	"I_11"	"I"	2012	"nat_g.m2"	227.306666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2895"	11	"I_11"	"I"	2013	"nat_g.m2"	101.76	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2896"	11	"N_11"	"N"	2011	"nat_g.m2"	7.94666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2897"	11	"N_11"	"N"	2012	"nat_g.m2"	84.0533333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2898"	11	"N_11"	"N"	2013	"nat_g.m2"	51.04	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2899"	13	"I_13"	"I"	2011	"nat_g.m2"	11.6266666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2900"	13	"I_13"	"I"	2012	"nat_g.m2"	10.88	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2901"	13	"I_13"	"I"	2013	"nat_g.m2"	26.2933333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2902"	13	"N_13"	"N"	2011	"nat_g.m2"	16.0533333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2903"	13	"N_13"	"N"	2012	"nat_g.m2"	32.2133333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2904"	13	"N_13"	"N"	2013	"nat_g.m2"	31.1466666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2905"	14	"I_14"	"I"	2011	"nat_g.m2"	3.41333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2906"	14	"I_14"	"I"	2012	"nat_g.m2"	4.96	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2907"	14	"I_14"	"I"	2013	"nat_g.m2"	12.9066666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2908"	14	"N_14"	"N"	2011	"nat_g.m2"	4.21333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2909"	14	"N_14"	"N"	2012	"nat_g.m2"	1.97333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2910"	14	"N_14"	"N"	2013	"nat_g.m2"	15.9466666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2911"	16	"I_16"	"I"	2011	"nat_g.m2"	2.82666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2912"	16	"I_16"	"I"	2012	"nat_g.m2"	6.34666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2913"	16	"I_16"	"I"	2013	"nat_g.m2"	12.64	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2914"	16	"N_16"	"N"	2011	"nat_g.m2"	0.426666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2915"	16	"N_16"	"N"	2012	"nat_g.m2"	0.426666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2916"	16	"N_16"	"N"	2013	"nat_g.m2"	4.42666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2917"	17	"I_17"	"I"	2011	"nat_g.m2"	2.24	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2918"	17	"I_17"	"I"	2012	"nat_g.m2"	3.36	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2919"	17	"I_17"	"I"	2013	"nat_g.m2"	39.7333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2920"	17	"N_17"	"N"	2011	"nat_g.m2"	3.94666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2921"	17	"N_17"	"N"	2012	"nat_g.m2"	1.01333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2922"	17	"N_17"	"N"	2013	"nat_g.m2"	31.68	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2923"	18	"I_18"	"I"	2011	"nat_g.m2"	33.28	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2924"	18	"I_18"	"I"	2012	"nat_g.m2"	1.70666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2925"	18	"I_18"	"I"	2013	"nat_g.m2"	1.28	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2926"	18	"N_18"	"N"	2011	"nat_g.m2"	0.746666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2927"	18	"N_18"	"N"	2012	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2928"	18	"N_18"	"N"	2013	"nat_g.m2"	7.46666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2929"	2	"I_2"	"I"	2011	"nat_g.m2"	3.36	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2930"	2	"I_2"	"I"	2012	"nat_g.m2"	4.21333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2931"	2	"I_2"	"I"	2013	"nat_g.m2"	25.1733333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2932"	2	"N_2"	"N"	2011	"nat_g.m2"	26.0266666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2933"	2	"N_2"	"N"	2012	"nat_g.m2"	100.533333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2934"	2	"N_2"	"N"	2013	"nat_g.m2"	74.2933333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2935"	3	"I_3"	"I"	2011	"nat_g.m2"	9.76	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2936"	3	"I_3"	"I"	2012	"nat_g.m2"	1.6	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2937"	3	"I_3"	"I"	2013	"nat_g.m2"	22.0266666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2938"	3	"N_3"	"N"	2011	"nat_g.m2"	1.92	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2939"	3	"N_3"	"N"	2012	"nat_g.m2"	6.56	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2940"	3	"N_3"	"N"	2013	"nat_g.m2"	16.7466666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2941"	4	"I_4"	"I"	2011	"nat_g.m2"	0.853333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2942"	4	"I_4"	"I"	2012	"nat_g.m2"	0.16	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2943"	4	"I_4"	"I"	2013	"nat_g.m2"	3.09333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2944"	4	"N_4"	"N"	2011	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2945"	4	"N_4"	"N"	2012	"nat_g.m2"	4.32	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2946"	4	"N_4"	"N"	2013	"nat_g.m2"	2.13333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2947"	5	"I_5"	"I"	2011	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2948"	5	"I_5"	"I"	2012	"nat_g.m2"	0.16	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2949"	5	"I_5"	"I"	2013	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2950"	5	"N_5"	"N"	2011	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2951"	5	"N_5"	"N"	2012	"nat_g.m2"	0.426666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2952"	5	"N_5"	"N"	2013	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2953"	6	"I_6"	"I"	2011	"nat_g.m2"	1.22666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2954"	6	"I_6"	"I"	2012	"nat_g.m2"	0.693333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2955"	6	"I_6"	"I"	2013	"nat_g.m2"	125.813333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2956"	6	"N_6"	"N"	2011	"nat_g.m2"	3.36	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2957"	6	"N_6"	"N"	2012	"nat_g.m2"	0.426666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2958"	6	"N_6"	"N"	2013	"nat_g.m2"	31.7333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2959"	7	"I_7"	"I"	2011	"nat_g.m2"	15.84	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2960"	7	"I_7"	"I"	2012	"nat_g.m2"	90.2933333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2961"	7	"I_7"	"I"	2013	"nat_g.m2"	31.84	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2962"	7	"N_7"	"N"	2011	"nat_g.m2"	29.8133333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2963"	7	"N_7"	"N"	2012	"nat_g.m2"	101.6	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2964"	7	"N_7"	"N"	2013	"nat_g.m2"	109.706666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2965"	8	"I_8"	"I"	2011	"nat_g.m2"	0.8	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2966"	8	"I_8"	"I"	2012	"nat_g.m2"	23.4666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2967"	8	"I_8"	"I"	2013	"nat_g.m2"	46.56	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2968"	8	"N_8"	"N"	2011	"nat_g.m2"	5.81333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2969"	8	"N_8"	"N"	2012	"nat_g.m2"	1.49333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2970"	8	"N_8"	"N"	2013	"nat_g.m2"	5.97333333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2971"	9	"I_9"	"I"	2011	"nat_g.m2"	0	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2972"	9	"I_9"	"I"	2012	"nat_g.m2"	2.56	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2973"	9	"I_9"	"I"	2013	"nat_g.m2"	15.6266666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_I"
"2974"	9	"N_9"	"N"	2011	"nat_g.m2"	3.62666666666667	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2975"	9	"N_9"	"N"	2012	"nat_g.m2"	71.52	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2976"	9	"N_9"	"N"	2013	"nat_g.m2"	92.3733333333333	NA	"understoryBiom"	"plothalf"	"nat_g.m2_N"
"2977"	1	"I_1"	"I"	2011	"litter_g.m2"	626.933333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2978"	1	"I_1"	"I"	2012	"litter_g.m2"	593.386666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2979"	1	"I_1"	"I"	2013	"litter_g.m2"	153.493333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2980"	1	"N_1"	"N"	2011	"litter_g.m2"	843.626666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2981"	1	"N_1"	"N"	2012	"litter_g.m2"	580.586666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2982"	1	"N_1"	"N"	2013	"litter_g.m2"	476.533333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2983"	10	"I_10"	"I"	2011	"litter_g.m2"	473.013333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2984"	10	"I_10"	"I"	2012	"litter_g.m2"	449.386666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2985"	10	"I_10"	"I"	2013	"litter_g.m2"	190.56	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2986"	10	"N_10"	"N"	2011	"litter_g.m2"	596.426666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2987"	10	"N_10"	"N"	2012	"litter_g.m2"	541.706666666667	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2988"	10	"N_10"	"N"	2013	"litter_g.m2"	471.413333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2989"	11	"I_11"	"I"	2011	"litter_g.m2"	508.8	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2990"	11	"I_11"	"I"	2012	"litter_g.m2"	409.333333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2991"	11	"I_11"	"I"	2013	"litter_g.m2"	450.4	NA	"understoryBiom"	"plothalf"	"litter_g.m2_I"
"2992"	11	"N_11"	"N"	2011	"litter_g.m2"	607.093333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2993"	11	"N_11"	"N"	2012	"litter_g.m2"	562.24	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
"2994"	11	"N_11"	"N"	2013	"litter_g.m2"	247.413333333333	NA	"understoryBiom"	"plothalf"	"litter_g.m2_N"
