"year"	"plothalfid"	"plothalfname"	"plotid"	"plotname"	"inv"	"depth"	"variable"	"value"
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"ammonifd"	-0.0452
"2011"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"F"	"ammonifd"	0.0021
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"ammonifd"	0.1971
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"ammonifd"	0.1618
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"ammonifd"	-0.0571
"2011"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"F"	"ammonifd"	-0.002
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"ammonifd"	0.2311
"2011"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"F"	"ammonifd"	2e-04
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"ammonifd"	0.1436
"2011"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"F"	"ammonifd"	0.0119
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"ammonifd"	0.2018
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"ammonifd"	0.0149
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"ammonifd"	-0.0648
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"ammonifd"	0.2455
"2011"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"F"	"ammonifd"	0.0019
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"ammonifd"	0.5039
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"ammonifd"	0.0253
"2011"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"F"	"ammonifd"	-0.0022
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"ammonifd"	-0.0603
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"ammonifd"	-0.0255
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"ammonifd"	0.1502
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"ammonifd"	-0.024
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"ammonifd"	-0.0524
"2011"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"F"	"ammonifd"	0.0019
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"ammonifd"	NA
"2011"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"F"	"ammonifd"	-7e-04
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"ammonifd"	0.0702
"2011"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"F"	"ammonifd"	0.0058
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"ammonifd"	0.1604
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"ammonifd"	0.0538
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"ammonifd"	-0.1781
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"ammonifd"	-0.0563
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"ammonifd"	-0.0226
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"ammonifd"	-0.0095
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"ammonifd"	-0.0255
"2011"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"F"	"ammonifd"	-7e-04
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"ammonifd"	-0.0184
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"ammonifd"	-0.0226
"2011"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"F"	"ammonifd"	-0.0015
"2011"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"F"	"ammonifd"	-1e-04
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"ammonifd"	-0.1035
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"ammonifd"	-0.1798
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"ammonifd"	-0.0272
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"ammonifd"	-0.0478
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"ammonifd"	0.3761
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"ammonifd"	0.0013
"2011"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"F"	"ammonifd"	-9e-04
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"ammonifd"	-0.2371
"2011"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"F"	"ammonifd"	-0.0026
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"ammonifd"	0.4443
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"ammonifd"	-0.3389
"2011"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"F"	"ammonifd"	0.0014
"2011"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"F"	"ammonifd"	-9e-04
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"ammonifd"	-0.0076
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"ammonifd"	-0.1326
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"ammonifd"	-0.0304
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"ammonifd"	-0.0354
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"ammonifd"	0.1032
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"ammonifd"	0.0188
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"ammonifd"	0.057
"2011"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"F"	"ammonifd"	-0.0017
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"ammonifd"	-0.2362
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"ammonifd"	-0.025
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"ammonifd"	-0.0163
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"ammonifd"	0.018
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"ammonifd"	0.1989
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"ammonifd"	-0.0596
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"ammonifd"	NA
"2011"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"F"	"ammonifd"	-8e-04
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"ammonifd"	-0.0286
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"ammonifd"	0.0301
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"ammonifd"	-0.0626
"2011"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"F"	"ammonifd"	-8e-04
"2011"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"F"	"ammonifd"	6e-04
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"ammonifd"	0.0728
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"ammonifd"	-0.1045
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"ammonifd"	-0.1122
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"ammonifd"	-0.0782
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"ammonifd"	NA
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"ammonifd"	-0.1441
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"ammonifd"	-0.0665
"2011"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"F"	"ammonifd"	-0.0022
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"ammonifd"	-0.0416
"2011"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"F"	"ammonifd"	0
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"ammonifd"	0.2803
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"ammonifd"	0.3187
"2011"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"F"	"ammonifd"	8e-04
"2011"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"F"	"ammonifd"	0
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"ammonifd"	-0.0219
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"ammonifd"	0.0503
"2011"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"F"	"ammonifd"	1e-04
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"ammonifd"	-0.213
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"ammonifd"	-0.0783
"2011"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"F"	"ammonifd"	-1e-04
"2011"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"F"	"ammonifd"	0
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"ammonifd"	-0.1761
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"ammonifd"	-0.0163
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"ammonifd"	-0.096
"2011"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"F"	"ammonifd"	-0.0011
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"ammonifd"	-0.0671
"2011"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"F"	"ammonifd"	1e-04
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"ammonifd"	0.0359
"2011"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"F"	"ammonifd"	-0.001
"2011"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"F"	"ammonifd"	-2e-04
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"ammonifd"	0.162
"2011"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"F"	"ammonifd"	0.003
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"ammonifd"	0.1056
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"ammonifd"	-0.0313
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"ammonifd"	0.0073
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"ammonifd"	-0.1104
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"ammonifd"	0.0732
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"ammonifd"	-0.0448
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"ammonifd"	-0.0667
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"ammonifd"	-0.0542
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"ammonifd"	-0.0537
"2011"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"F"	"ammonifd"	0.0019
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"ammonifd"	-0.0473
"2011"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"F"	"ammonifd"	1e-04
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"ammonifd"	-0.0889
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"ammonifd"	-0.0271
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"ammonifd"	-0.0457
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"ammonifd"	0.0766
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"ammonifd"	NA
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"ammonifd"	0.0177
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"ammonifd"	-0.0323
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"ammonifd"	-0.0113
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"ammonifd"	0.1521
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"ammonifd"	NA
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"ammonifd"	-0.1166
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"ammonifd"	-0.0521
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"ammonifd"	-0.04
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"ammonifd"	-0.0141
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"ammonifd"	NA
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"ammonifd"	-0.2523
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"ammonifd"	-0.0567
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"ammonifd"	NA
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"ammonifd"	-0.0369
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"ammonifd"	-0.0347
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"ammonifd"	0.6318
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"ammonifd"	-0.0017
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"nitrifd"	-0.0515
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"nitrifd"	0.898
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"nitrifd"	-0.0218
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"nitrifd"	0.0723
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"nitrifd"	1.4685
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"nitrifd"	0.0078
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"nitrifd"	0.2241
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"nitrifd"	0.7818
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"nitrifd"	0.4266
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"nitrifd"	0.129
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"nitrifd"	0.5038
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"nitrifd"	0.199
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"nitrifd"	0.0793
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"nitrifd"	0.084
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"nitrifd"	0.0401
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"nitrifd"	0.3091
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"nitrifd"	0.0331
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"nitrifd"	0.6348
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"nitrifd"	1.3269
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"nitrifd"	0.4244
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"nitrifd"	0.2173
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"nitrifd"	0.4511
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"nitrifd"	0.1819
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"nitrifd"	0.0525
"2011"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"F"	"nitrifd"	0.0103
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"nitrifd"	0.4703
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"nitrifd"	0.2663
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"nitrifd"	0.3022
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"nitrifd"	0.1308
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"nitrifd"	0.4406
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"nitrifd"	0.7807
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"nitrifd"	0.1984
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"nitrifd"	0.2088
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"nitrifd"	0.1389
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"nitrifd"	-0.0374
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"nitrifd"	0.3536
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"nitrifd"	-0.0428
"2011"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"F"	"nitrifd"	0.0057
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"nitrifd"	0.0369
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"nitrifd"	0.1793
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"nitrifd"	0.0794
"2011"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"F"	"nitrifd"	0.0035
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"nitrifd"	0.5561
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"nitrifd"	0.087
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"nitrifd"	-0.0037
"2011"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"F"	"nitrifd"	0.0058
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"nitrifd"	0.1957
"2011"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"F"	"nitrifd"	NA
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"nitrifd"	0.1902
"2011"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"F"	"nitrifd"	0.003
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"nitrifd"	0.0899
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"nitrifd"	0.0414
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"nitrifd"	0.5117
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"nitrifd"	-0.0017
"2011"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"F"	"nitrifd"	0.0056
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"nitrifd"	0.3792
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"nitrifd"	0.0258
"2011"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"F"	"nitrifd"	0.0114
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"nitrifd"	0.1241
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"nitrifd"	0.1292
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"nitrifd"	0.0414
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"nitrifd"	0.2436
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"nitrifd"	0.6893
"2011"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"F"	"nitrifd"	0.0026
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"nitrifd"	0.2192
"2011"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"F"	"nitrifd"	0.0023
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"nitrifd"	0.0415
"2011"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"F"	"nitrifd"	0.0187
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"nitrifd"	-0.0266
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"nitrifd"	0.1054
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"nitrifd"	0.6954
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"nitrifd"	0.2848
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"nitrifd"	0.0041
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"nitrifd"	0.0396
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"nitrifd"	-0.0311
"2011"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"F"	"nitrifd"	0.005
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"nitrifd"	-0.0093
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"nitrifd"	0.1113
"2011"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"F"	"nitrifd"	0.006
"2011"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"F"	"nitrifd"	0.0053
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"nitrifd"	0.186
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"nitrifd"	0.0379
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"nitrifd"	0.1694
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"nitrifd"	0.1137
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"nitrifd"	0.1963
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"nitrifd"	0.045
"2011"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"F"	"nitrifd"	0.0047
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"nitrifd"	0.125
"2011"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"F"	"nitrifd"	0.0109
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"nitrifd"	0.806
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"nitrifd"	0.5421
"2011"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"F"	"nitrifd"	0.0072
"2011"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"F"	"nitrifd"	0.008
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"nitrifd"	0.405
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"nitrifd"	-0.0109
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"nitrifd"	0.0673
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"nitrifd"	0.1352
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"nitrifd"	0.0774
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"nitrifd"	0.3438
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"nitrifd"	0.1718
"2011"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"F"	"nitrifd"	0.0025
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"nitrifd"	0.5452
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"nitrifd"	0.0213
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"nitrifd"	0.2484
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"nitrifd"	0.1712
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"nitrifd"	0.5098
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"nitrifd"	0.0344
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"nitrifd"	0.0739
"2011"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"F"	"nitrifd"	0.0025
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"nitrifd"	-0.0056
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"nitrifd"	-0.0039
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"nitrifd"	0.3368
"2011"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"F"	"nitrifd"	-0.0011
"2011"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"F"	"nitrifd"	0.0013
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"nitrifd"	-0.0063
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"nitrifd"	0.2787
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"nitrifd"	0.2705
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"nitrifd"	0.0839
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"nitrifd"	0.1059
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"nitrifd"	0.1585
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"nitrifd"	0.0262
"2011"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"F"	"nitrifd"	0.0097
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"nitrifd"	0.0157
"2011"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"F"	"nitrifd"	0.0073
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"nitrifd"	0.0941
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"nitrifd"	-0.0061
"2011"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"F"	"nitrifd"	0.0112
"2011"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"F"	"nitrifd"	-8e-04
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"nitrifd"	0.1252
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"nitrifd"	0.1221
"2011"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"F"	"nitrifd"	0.0048
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"nitrifd"	0.0579
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"nitrifd"	0.0174
"2011"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"F"	"nitrifd"	0.0062
"2011"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"F"	"nitrifd"	2e-04
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"nitrifd"	0.2988
